ph,temperature,turbidity,tds,Potability,timestamp
5.44,33.44,261.77,93.2,0,2026-05-01T11:03:29
5.45,33.5,267.76,92.84,0,2026-05-01T11:03:32
5.46,33.44,277.94,94.49,0,2026-05-01T11:03:36
5.47,33.44,268.68,92.68,0,2026-05-01T11:03:39
5.44,33.44,264.54,93.2,0,2026-05-01T11:03:42
5.44,33.44,263.98,93.2,0,2026-05-01T11:03:45
5.44,33.5,259.71,93.1,0,2026-05-01T11:03:48
5.46,33.44,260.13,93.2,0,2026-05-01T11:03:52
5.44,33.44,259.92,121.84,0,2026-05-01T11:03:55
5.44,33.44,261.22,120.59,0,2026-05-01T11:03:58
5.46,33.44,262.13,118.34,0,2026-05-01T11:04:01
5.47,33.44,261.03,89.32,0,2026-05-01T11:04:05
5.45,33.44,261.56,89.58,0,2026-05-01T11:04:08
5.45,33.44,264.11,115.83,0,2026-05-01T11:04:11
5.45,33.44,262.99,117.09,0,2026-05-01T11:04:14
5.46,33.44,260.61,117.09,0,2026-05-01T11:04:17
5.46,33.44,264.17,117.09,0,2026-05-01T11:04:21
5.46,33.5,262.33,116.96,0,2026-05-01T11:04:24
5.44,33.44,261.77,116.84,0,2026-05-01T11:04:27
5.45,33.44,264.0,116.59,0,2026-05-01T11:04:30
5.45,33.44,266.04,116.84,0,2026-05-01T11:04:34
5.44,33.5,257.25,116.71,0,2026-05-01T11:04:37
5.45,33.44,257.86,117.34,0,2026-05-01T11:04:40
5.43,33.44,266.76,117.34,0,2026-05-01T11:04:44
5.43,33.44,261.05,117.34,0,2026-05-01T11:04:47
5.45,33.5,272.16,116.96,0,2026-05-01T11:04:50
5.43,33.44,262.33,116.84,0,2026-05-01T11:04:53
5.45,33.44,261.95,117.09,0,2026-05-01T11:04:57
5.45,33.44,256.7,117.34,0,2026-05-01T11:05:00
5.44,33.44,257.87,117.34,0,2026-05-01T11:05:03
5.45,33.44,255.14,117.84,0,2026-05-01T11:05:06
5.47,33.5,254.49,116.21,0,2026-05-01T11:05:10
5.44,33.44,254.12,117.34,0,2026-05-01T11:05:13
5.43,33.5,254.36,117.21,0,2026-05-01T11:05:16
5.45,33.44,255.11,117.09,0,2026-05-01T11:05:19
5.45,33.5,255.17,117.21,0,2026-05-01T11:05:23
5.45,33.44,256.38,117.09,0,2026-05-01T11:05:26
5.46,33.44,257.43,117.09,0,2026-05-01T11:05:29
5.47,33.5,257.91,117.21,0,2026-05-01T11:05:32
5.44,33.44,257.37,117.34,0,2026-05-01T11:05:36
5.45,33.44,256.53,117.59,0,2026-05-01T11:05:39
5.45,33.44,257.13,117.34,0,2026-05-01T11:05:42
5.44,33.5,258.85,117.46,0,2026-05-01T11:05:46
5.44,33.44,260.22,117.34,0,2026-05-01T11:05:49
5.47,33.44,262.85,87.51,0,2026-05-01T11:05:52
5.46,33.5,264.15,114.45,0,2026-05-01T11:05:55
5.46,33.44,264.03,110.54,0,2026-05-01T11:05:59
5.43,33.44,268.61,117.59,0,2026-05-01T11:06:02
5.45,33.44,275.46,113.07,0,2026-05-01T11:06:05
5.44,33.44,279.05,114.32,0,2026-05-01T11:06:08
5.45,33.5,282.69,116.71,0,2026-05-01T11:06:11
5.46,33.5,284.98,117.71,0,2026-05-01T11:06:15
5.46,33.5,277.12,117.46,0,2026-05-01T11:06:18
5.45,33.5,268.09,117.46,0,2026-05-01T11:06:21
5.46,33.5,266.24,117.96,0,2026-05-01T11:06:25
6.45,33.5,144.96,86.64,0,2026-05-01T11:09:02
6.52,33.56,191.35,110.06,0,2026-05-01T11:09:05
6.48,33.5,205.27,113.45,0,2026-05-01T11:09:08
6.48,33.56,208.08,112.82,0,2026-05-01T11:09:12
6.44,33.56,209.43,113.33,0,2026-05-01T11:09:15
6.5,33.63,209.55,113.46,0,2026-05-01T11:09:21
6.5,33.63,209.19,113.46,0,2026-05-01T11:09:25
6.49,33.63,208.57,113.46,0,2026-05-01T11:09:28
6.48,33.63,208.21,113.21,0,2026-05-01T11:09:31
6.48,33.69,208.1,113.59,0,2026-05-01T11:09:35
6.49,33.69,208.07,112.58,0,2026-05-01T11:09:38
6.5,33.69,208.23,113.34,0,2026-05-01T11:09:41
6.51,33.69,208.11,113.34,0,2026-05-01T11:09:44
6.41,33.75,230.76,83.42,0,2026-05-01T05:45:43.783129+00:00
6.41,33.75,230.76,83.42,0,2026-05-01T11:15:43
6.42,33.81,230.59,83.85,0,2026-05-01T05:45:47.023451+00:00
6.42,33.81,230.59,83.85,0,2026-05-01T11:15:47
6.45,33.81,230.37,81.0,0,2026-05-01T05:45:50.285012+00:00
6.45,33.81,230.37,81.0,0,2026-05-01T11:15:50
6.43,33.75,230.82,80.56,0,2026-05-01T05:45:53.544723+00:00
6.43,33.75,230.82,80.56,0,2026-05-01T11:15:53
6.44,33.81,231.13,79.44,0,2026-05-01T05:45:56.805170+00:00
6.44,33.81,231.13,79.44,0,2026-05-01T11:15:56
6.42,33.75,230.71,80.82,0,2026-05-01T05:46:00.079451+00:00
6.42,33.75,230.71,80.82,0,2026-05-01T11:16:00
6.43,33.88,230.41,81.95,0,2026-05-01T05:46:03.330090+00:00
6.43,33.88,230.41,81.95,0,2026-05-01T11:16:03
6.41,33.81,229.98,82.81,0,2026-05-01T05:46:06.595648+00:00
6.41,33.81,229.98,82.81,0,2026-05-01T11:16:06
4.81,33.75,229.34,75.08,0,2026-05-01T05:46:09.865805+00:00
4.81,33.75,229.34,75.08,0,2026-05-01T11:16:09
6.39,33.81,226.24,76.57,0,2026-05-01T05:46:13.127187+00:00
6.39,33.81,226.24,76.57,0,2026-05-01T11:16:13
6.35,33.81,224.79,83.07,0,2026-05-01T05:46:16.391217+00:00
6.35,33.81,224.79,83.07,0,2026-05-01T11:16:16
6.4,33.81,224.7,83.59,0,2026-05-01T05:46:19.644975+00:00
6.4,33.81,224.7,83.59,0,2026-05-01T11:16:19
6.41,33.81,225.02,84.11,0,2026-05-01T05:46:22.909269+00:00
6.41,33.81,225.02,84.11,0,2026-05-01T11:16:22
6.41,33.81,225.11,84.37,0,2026-05-01T05:46:26.173613+00:00
6.41,33.81,225.11,84.37,0,2026-05-01T11:16:26
6.42,33.75,224.97,84.98,0,2026-05-01T05:46:29.434178+00:00
6.42,33.75,224.97,84.98,0,2026-05-01T11:16:29
6.42,33.88,224.76,85.05,0,2026-05-01T05:46:32.704865+00:00
6.42,33.88,224.76,85.05,0,2026-05-01T11:16:32
6.43,33.88,224.86,85.57,0,2026-05-01T05:46:35.960172+00:00
6.43,33.88,224.86,85.57,0,2026-05-01T11:16:35
6.43,33.81,224.89,85.92,0,2026-05-01T05:46:39.236724+00:00
6.43,33.81,224.89,85.92,0,2026-05-01T11:16:39
6.43,33.88,225.25,86.86,0,2026-05-01T05:46:42.487853+00:00
6.43,33.88,225.25,86.86,0,2026-05-01T11:16:42
6.42,33.88,225.35,86.6,0,2026-05-01T05:46:45.750199+00:00
6.42,33.88,225.35,86.6,0,2026-05-01T11:16:45
6.42,33.88,225.04,87.37,0,2026-05-01T05:46:49.018341+00:00
6.42,33.88,225.04,87.37,0,2026-05-01T11:16:49
6.42,33.88,224.44,87.37,0,2026-05-01T05:46:52.275551+00:00
6.42,33.88,224.44,87.37,0,2026-05-01T11:16:52
6.43,33.88,223.91,87.37,0,2026-05-01T05:46:55.538316+00:00
6.43,33.88,223.91,87.37,0,2026-05-01T11:16:55
6.44,33.88,223.75,87.89,0,2026-05-01T05:46:58.802464+00:00
6.44,33.88,223.75,87.89,0,2026-05-01T11:16:58
6.43,33.88,223.71,88.15,0,2026-05-01T05:47:02.085733+00:00
6.43,33.88,223.71,88.15,0,2026-05-01T11:17:02
6.43,33.94,223.69,88.05,0,2026-05-01T05:47:05.330808+00:00
6.43,33.94,223.69,88.05,0,2026-05-01T11:17:05
6.43,33.94,223.86,87.54,0,2026-05-01T05:47:08.589932+00:00
6.43,33.94,223.86,87.54,0,2026-05-01T11:17:08
6.45,33.94,223.74,88.05,0,2026-05-01T05:47:11.855033+00:00
6.45,33.94,223.74,88.05,0,2026-05-01T11:17:11
6.44,33.94,223.7,88.31,0,2026-05-01T05:47:15.116440+00:00
6.44,33.94,223.7,88.31,0,2026-05-01T11:17:15
6.44,33.94,223.69,87.8,0,2026-05-01T05:47:18.382093+00:00
6.44,33.94,223.69,87.8,0,2026-05-01T11:17:18
6.44,33.94,224.03,80.57,0,2026-05-01T05:47:21.646109+00:00
6.44,33.94,224.03,80.57,0,2026-05-01T11:17:21
6.43,33.88,224.13,81.17,0,2026-05-01T05:47:24.905346+00:00
6.43,33.88,224.13,81.17,0,2026-05-01T11:17:24
6.37,34.0,223.58,83.58,0,2026-05-01T05:48:46.533858+00:00
6.37,34.0,223.58,83.58,0,2026-05-01T11:18:46
6.39,34.0,223.83,82.29,0,2026-05-01T05:48:49.746235+00:00
6.39,34.0,223.83,82.29,0,2026-05-01T11:18:49
6.41,34.0,223.73,80.74,0,2026-05-01T05:48:53.009740+00:00
6.41,34.0,223.73,80.74,0,2026-05-01T11:18:53
6.39,34.06,223.7,82.72,0,2026-05-01T05:48:56.270724+00:00
6.39,34.06,223.7,82.72,0,2026-05-01T11:18:56
6.41,34.06,223.86,83.24,0,2026-05-01T05:48:59.535947+00:00
6.41,34.06,223.86,83.24,0,2026-05-01T11:18:59
6.42,34.06,224.94,83.24,0,2026-05-01T05:49:02.798437+00:00
6.42,34.06,224.94,83.24,0,2026-05-01T11:19:02
6.43,34.0,224.06,84.87,0,2026-05-01T05:49:06.068905+00:00
6.43,34.0,224.06,84.87,0,2026-05-01T11:19:06
6.43,34.06,223.63,83.75,0,2026-05-01T05:49:09.324287+00:00
6.43,34.06,223.63,83.75,0,2026-05-01T11:19:09
6.42,34.06,223.67,84.01,0,2026-05-01T05:49:12.586800+00:00
6.42,34.06,223.67,84.01,0,2026-05-01T11:19:12
6.11,34.06,223.51,75.98,0,2026-05-01T05:49:15.884922+00:00
6.11,34.06,223.51,75.98,0,2026-05-01T11:19:15
6.36,34.06,224.83,75.72,0,2026-05-01T05:49:19.112932+00:00
6.36,34.06,224.83,75.72,0,2026-05-01T11:19:19
6.38,34.06,223.35,79.88,0,2026-05-01T05:49:22.375145+00:00
6.38,34.06,223.35,79.88,0,2026-05-01T11:19:22
6.41,34.06,223.41,81.17,0,2026-05-01T05:49:25.648575+00:00
6.41,34.06,223.41,81.17,0,2026-05-01T11:19:25
5.34,34.06,223.95,76.76,0,2026-05-01T05:49:28.906221+00:00
5.34,34.06,223.95,76.76,0,2026-05-01T11:19:28
6.32,34.06,223.77,75.98,0,2026-05-01T05:49:32.165210+00:00
6.32,34.06,223.77,75.98,0,2026-05-01T11:19:32
6.4,34.06,223.71,75.72,0,2026-05-01T05:49:35.427569+00:00
6.4,34.06,223.71,75.72,0,2026-05-01T11:19:35
6.37,34.06,224.04,79.62,0,2026-05-01T05:49:38.690596+00:00
6.37,34.06,224.04,79.62,0,2026-05-01T11:19:38
6.38,34.0,224.13,82.03,0,2026-05-01T05:49:41.954965+00:00
6.38,34.0,224.13,82.03,0,2026-05-01T11:19:41
6.24,34.13,782.88,87.52,0,2026-05-01T05:52:18.653850+00:00
6.24,34.13,782.88,87.52,0,2026-05-01T11:22:18
6.24,34.25,783.24,88.1,0,2026-05-01T05:52:21.845149+00:00
6.24,34.25,783.24,88.1,0,2026-05-01T11:22:21
6.24,34.19,785.4,87.68,0,2026-05-01T05:52:25.106854+00:00
6.24,34.19,785.4,87.68,0,2026-05-01T11:22:25
6.23,34.25,784.68,87.84,0,2026-05-01T05:52:28.372530+00:00
6.23,34.25,784.68,87.84,0,2026-05-01T11:22:28
6.23,34.25,784.12,88.1,0,2026-05-01T05:52:31.630664+00:00
6.23,34.25,784.12,88.1,0,2026-05-01T11:22:31
6.22,34.25,783.1,88.1,0,2026-05-01T05:52:34.894450+00:00
6.22,34.25,783.1,88.1,0,2026-05-01T11:22:34
6.24,34.31,784.84,79.8,0,2026-05-01T05:52:38.157782+00:00
6.24,34.31,784.84,79.8,0,2026-05-01T11:22:38
6.24,34.19,779.38,80.23,0,2026-05-01T05:52:41.441736+00:00
6.24,34.19,779.38,80.23,0,2026-05-01T11:22:41
6.22,34.13,777.06,81.6,0,2026-05-01T05:52:44.690120+00:00
6.22,34.13,777.06,81.6,0,2026-05-01T11:22:44
6.21,34.25,776.71,82.46,0,2026-05-01T05:52:47.946038+00:00
6.21,34.25,776.71,82.46,0,2026-05-01T11:22:47
6.25,34.25,776.6,82.98,0,2026-05-01T05:52:51.208626+00:00
6.25,34.25,776.6,82.98,0,2026-05-01T11:22:51
6.24,34.25,776.4,83.75,0,2026-05-01T05:52:54.473598+00:00
6.24,34.25,776.4,83.75,0,2026-05-01T11:22:54
6.25,34.19,777.02,84.61,0,2026-05-01T05:52:57.742025+00:00
6.25,34.19,777.02,84.61,0,2026-05-01T11:22:57
6.24,34.25,777.72,82.2,0,2026-05-01T05:53:01.020210+00:00
6.24,34.25,777.72,82.2,0,2026-05-01T11:23:01
6.23,34.25,777.59,82.72,0,2026-05-01T05:53:04.260762+00:00
6.23,34.25,777.59,82.72,0,2026-05-01T11:23:04
6.22,34.25,777.55,83.23,0,2026-05-01T05:53:07.523914+00:00
6.22,34.25,777.55,83.23,0,2026-05-01T11:23:07
6.22,34.25,777.03,84.52,0,2026-05-01T05:53:10.796422+00:00
6.22,34.25,777.03,84.52,0,2026-05-01T11:23:10
6.24,34.25,777.21,85.29,0,2026-05-01T05:53:14.050845+00:00
6.24,34.25,777.21,85.29,0,2026-05-01T11:23:14
6.25,34.38,778.29,85.11,0,2026-05-01T05:53:17.313514+00:00
6.25,34.38,778.29,85.11,0,2026-05-01T11:23:17
6.25,34.31,777.76,85.71,0,2026-05-01T05:53:20.576801+00:00
6.25,34.31,777.76,85.71,0,2026-05-01T11:23:20
6.22,34.25,777.77,86.05,0,2026-05-01T05:53:23.839616+00:00
6.22,34.25,777.77,86.05,0,2026-05-01T11:23:23
6.23,34.25,777.95,86.57,0,2026-05-01T05:53:27.104846+00:00
6.23,34.25,777.95,86.57,0,2026-05-01T11:23:27
6.23,34.25,778.34,86.82,0,2026-05-01T05:53:30.381475+00:00
6.23,34.25,778.34,86.82,0,2026-05-01T11:23:30
6.24,34.25,777.95,86.82,0,2026-05-01T05:53:33.628969+00:00
6.24,34.25,777.95,86.82,0,2026-05-01T11:23:33
6.24,34.31,778.39,87.5,0,2026-05-01T05:53:40.153660+00:00
6.24,34.31,778.39,87.5,0,2026-05-01T11:23:40
6.25,34.31,777.79,88.26,0,2026-05-01T05:53:43.417482+00:00
6.25,34.31,777.79,88.26,0,2026-05-01T11:23:43
6.23,34.31,777.61,87.5,0,2026-05-01T05:53:46.680132+00:00
6.23,34.31,777.61,87.5,0,2026-05-01T11:23:46
6.22,34.31,778.41,88.26,0,2026-05-01T05:53:49.943044+00:00
6.22,34.31,778.41,88.26,0,2026-05-01T11:23:49
6.24,34.38,778.65,87.91,0,2026-05-01T11:23:53
6.24,34.25,778.89,88.35,0,2026-05-01T11:23:56
6.24,34.31,778.97,88.26,0,2026-05-01T11:23:59
6.23,34.38,779.33,88.17,0,2026-05-01T11:24:02
6.24,34.38,778.93,87.91,0,2026-05-01T11:24:06
6.25,34.31,779.49,87.75,0,2026-05-01T11:24:09
6.24,34.25,780.17,88.35,0,2026-05-01T11:24:12
6.24,34.31,780.89,88.26,0,2026-05-01T11:24:16
6.24,34.38,780.08,87.15,0,2026-05-01T11:24:19
6.23,34.31,781.54,87.24,0,2026-05-01T11:24:22
6.25,34.44,781.47,87.57,0,2026-05-01T11:24:25
6.26,34.38,781.28,87.91,0,2026-05-01T11:24:29
6.24,34.38,781.22,88.17,0,2026-05-01T11:24:32
6.23,34.31,781.37,88.01,0,2026-05-01T11:24:35
6.23,34.38,780.91,87.66,0,2026-05-01T11:24:38
6.24,34.38,781.45,87.91,0,2026-05-01T11:24:42
6.24,34.38,781.62,88.42,0,2026-05-01T11:24:45
6.24,34.44,782.35,87.82,0,2026-05-01T11:24:48
6.25,34.44,781.88,87.82,0,2026-05-01T11:24:51
6.22,34.38,782.6,87.4,0,2026-05-01T11:24:55
6.23,34.44,782.81,87.82,0,2026-05-01T11:24:58
6.23,34.44,783.24,86.29,0,2026-05-01T05:55:21.354000+00:00
6.23,34.44,783.24,86.29,0,2026-05-01T11:25:21
6.22,34.44,783.01,86.04,0,2026-05-01T05:55:24.571264+00:00
6.22,34.44,783.01,86.04,0,2026-05-01T11:25:24
6.23,34.44,782.94,85.53,0,2026-05-01T05:55:27.834000+00:00
6.23,34.44,782.94,85.53,0,2026-05-01T11:25:27
6.25,34.44,782.92,86.29,0,2026-05-01T05:55:31.096732+00:00
6.25,34.44,782.92,86.29,0,2026-05-01T11:25:31
6.24,34.44,783.93,85.78,0,2026-05-01T05:55:34.360287+00:00
6.24,34.44,783.93,85.78,0,2026-05-01T11:25:34
6.24,34.5,784.07,85.69,0,2026-05-01T05:55:37.623357+00:00
6.24,34.5,784.07,85.69,0,2026-05-01T11:25:37
6.25,34.5,784.11,85.69,0,2026-05-01T05:55:40.886124+00:00
6.25,34.5,784.11,85.69,0,2026-05-01T11:25:40
6.25,34.44,783.95,89.09,0,2026-05-01T05:55:44.152122+00:00
6.25,34.44,783.95,89.09,0,2026-05-01T11:25:44
6.22,34.44,784.25,86.29,0,2026-05-01T05:55:47.412281+00:00
6.22,34.44,784.25,86.29,0,2026-05-01T11:25:47
6.22,34.44,784.5,86.29,0,2026-05-01T05:55:50.676757+00:00
6.22,34.44,784.5,86.29,0,2026-05-01T11:25:50
6.25,34.44,784.58,87.31,0,2026-05-01T05:55:53.938941+00:00
6.25,34.44,784.58,87.31,0,2026-05-01T11:25:53
6.24,34.5,785.12,86.46,0,2026-05-01T05:55:57.202137+00:00
6.24,34.5,785.12,86.46,0,2026-05-01T11:25:57
6.25,34.5,785.62,86.97,0,2026-05-01T05:56:00.465169+00:00
6.25,34.5,785.62,86.97,0,2026-05-01T11:26:00
6.24,34.56,785.43,86.37,0,2026-05-01T05:56:03.729555+00:00
6.24,34.56,785.43,86.37,0,2026-05-01T11:26:03
6.25,34.5,785.37,86.46,0,2026-05-01T05:56:06.990737+00:00
6.25,34.5,785.37,86.46,0,2026-05-01T11:26:06
6.22,34.5,785.18,85.69,0,2026-05-01T05:56:10.256431+00:00
6.22,34.5,785.18,85.69,0,2026-05-01T11:26:10
6.23,34.5,785.81,80.83,0,2026-05-01T05:56:13.516763+00:00
6.23,34.5,785.81,80.83,0,2026-05-01T11:26:13
6.23,34.63,785.66,81.69,0,2026-05-01T05:56:16.782226+00:00
6.23,34.63,785.66,81.69,0,2026-05-01T11:26:16
6.23,34.56,774.67,79.98,0,2026-05-01T05:56:20.042897+00:00
6.23,34.56,774.67,79.98,0,2026-05-01T11:26:20
6.22,34.44,783.0,80.15,0,2026-05-01T05:56:23.310952+00:00
6.22,34.44,783.0,80.15,0,2026-05-01T11:26:23
6.22,34.38,791.82,79.2,0,2026-05-01T05:56:26.571180+00:00
6.22,34.38,791.82,79.2,0,2026-05-01T11:26:26
6.22,34.69,773.99,102.02,0,2026-05-01T06:00:47.650189+00:00
6.22,34.69,773.99,102.02,0,2026-05-01T11:30:47
6.19,34.69,772.54,95.02,0,2026-05-01T06:00:50.875525+00:00
6.19,34.69,772.54,95.02,0,2026-05-01T11:30:50
6.22,34.75,772.96,114.52,0,2026-05-01T06:00:54.137682+00:00
6.22,34.75,772.96,114.52,0,2026-05-01T11:30:54
6.22,34.75,770.86,97.18,0,2026-05-01T06:00:57.402484+00:00
6.22,34.75,770.86,97.18,0,2026-05-01T11:30:57
6.2,34.69,771.6,118.8,0,2026-05-01T06:01:00.663775+00:00
6.2,34.69,771.6,118.8,0,2026-05-01T11:31:00
6.19,34.69,773.53,139.87,0,2026-05-01T06:01:03.927176+00:00
6.19,34.69,773.53,139.87,0,2026-05-01T11:31:03
6.19,34.75,774.11,141.16,0,2026-05-01T06:01:07.192840+00:00
6.19,34.75,774.11,141.16,0,2026-05-01T11:31:07
6.19,34.75,770.52,108.11,0,2026-05-01T06:01:10.453502+00:00
6.19,34.75,770.52,108.11,0,2026-05-01T11:31:10
6.21,34.75,769.79,101.17,0,2026-05-01T06:01:13.717905+00:00
6.21,34.75,769.79,101.17,0,2026-05-01T11:31:13
6.22,34.75,770.94,117.7,0,2026-05-01T06:01:16.980135+00:00
6.22,34.75,770.94,117.7,0,2026-05-01T11:31:16
8.11,16.2,7.68,863.0,0,2026-05-01T06:02:33.894680+00:00
7.47,20.4,3.08,371.0,1,2026-05-01T06:02:36.947795+00:00
4.76,15.0,5.54,856.0,0,2026-05-01T06:02:39.990161+00:00
7.4,31.9,13.16,729.0,0,2026-05-01T06:02:43.035722+00:00
6.11,31.9,5.05,853.0,0,2026-05-01T06:02:46.083185+00:00
8.53,22.5,8.44,551.0,0,2026-05-01T06:02:49.130735+00:00
7.09,34.6,6.6,977.0,0,2026-05-01T06:02:52.177042+00:00
9.12,21.2,10.2,542.0,0,2026-05-01T06:02:55.247667+00:00
5.36,27.3,8.97,1120.0,0,2026-05-01T06:02:58.297258+00:00
7.64,23.1,1.89,373.0,1,2026-05-01T06:03:01.345157+00:00
7.69,20.9,2.18,162.0,1,2026-05-01T06:03:04.392797+00:00
9.19,28.4,5.57,907.0,0,2026-05-01T06:03:07.438306+00:00
6.75,32.9,6.24,552.0,0,2026-05-01T06:03:10.500709+00:00
8.2,23.1,10.07,902.0,0,2026-05-01T06:03:13.543514+00:00
7.26,20.8,2.76,265.0,1,2026-05-01T06:03:16.580074+00:00
7.86,21.6,2.99,287.0,1,2026-05-01T06:03:19.627457+00:00
7.08,21.0,13.45,710.0,0,2026-05-01T06:03:22.675642+00:00
7.19,21.5,0.96,95.0,1,2026-05-01T06:03:25.725971+00:00
4.1,25.7,10.17,942.0,0,2026-05-01T06:03:28.763375+00:00
8.67,21.0,9.16,752.0,1,2026-05-01T06:03:31.805320+00:00
7.04,23.0,13.82,744.0,0,2026-05-01T06:03:34.852007+00:00
4.97,21.5,13.46,780.0,0,2026-05-01T06:03:37.899436+00:00
8.36,22.3,0.6,233.0,1,2026-05-01T06:03:40.982290+00:00
8.24,18.8,14.01,1183.0,0,2026-05-01T06:03:44.033415+00:00
8.08,24.6,3.62,234.0,1,2026-05-01T06:03:47.106483+00:00
8.44,21.2,3.1,230.0,1,2026-05-01T06:03:50.153661+00:00
7.45,22.7,0.47,387.0,1,2026-05-01T06:03:53.200331+00:00
7.49,18.8,9.15,635.0,0,2026-05-01T06:03:56.238550+00:00
6.72,25.0,3.57,378.0,1,2026-05-01T06:03:59.283702+00:00
7.19,21.5,1.18,272.0,1,2026-05-01T06:04:02.331035+00:00
8.01,24.7,3.18,315.0,1,2026-05-01T06:04:05.378691+00:00
7.56,22.0,2.67,70.0,1,2026-05-01T06:04:08.424691+00:00
6.14,28.0,5.4,890.0,0,2026-05-01T06:04:11.468910+00:00
7.68,20.1,1.04,178.0,1,2026-05-01T06:04:14.553027+00:00
6.73,19.7,12.18,515.0,0,2026-05-01T06:04:17.621739+00:00
7.2,21.2,2.02,114.0,1,2026-05-01T06:04:20.670264+00:00
8.36,24.4,1.8,315.0,1,2026-05-01T06:04:23.718065+00:00
7.31,22.6,3.91,316.0,1,2026-05-01T06:04:26.763274+00:00
5.65,29.7,6.01,878.0,0,2026-05-01T06:04:29.810137+00:00
7.12,20.9,0.79,378.0,1,2026-05-01T06:04:32.856966+00:00
7.82,22.8,1.73,264.0,1,2026-05-01T06:04:37.234133+00:00
6.21,34.94,766.5,101.6,0,2026-05-01T06:04:42.558811+00:00
6.21,34.94,766.5,101.6,0,2026-05-01T11:34:42
6.23,34.94,767.38,104.08,0,2026-05-01T06:04:45.815103+00:00
6.23,34.94,767.38,104.08,0,2026-05-01T11:34:45
6.21,34.94,766.97,102.84,0,2026-05-01T06:04:49.118138+00:00
6.21,34.94,766.97,102.84,0,2026-05-01T11:34:49
6.22,34.94,766.84,102.09,0,2026-05-01T06:04:52.339399+00:00
6.22,34.94,766.84,102.09,0,2026-05-01T11:34:52
6.23,34.94,766.98,102.09,0,2026-05-01T06:04:55.602141+00:00
6.23,34.94,766.98,102.09,0,2026-05-01T11:34:55
6.21,34.94,768.21,101.85,0,2026-05-01T06:04:58.868321+00:00
6.21,34.94,768.21,101.85,0,2026-05-01T11:34:58
6.24,34.94,768.24,102.09,0,2026-05-01T06:05:02.130773+00:00
6.24,34.94,768.24,102.09,0,2026-05-01T11:35:02
6.2,34.94,768.93,104.57,0,2026-05-01T06:05:05.395721+00:00
6.2,34.94,768.93,104.57,0,2026-05-01T11:35:05
5.77,18.2,12.49,570.0,0,2026-05-01T06:05:07.410452+00:00
6.21,34.94,769.83,102.09,0,2026-05-01T06:05:08.654165+00:00
6.21,34.94,769.83,102.09,0,2026-05-01T11:35:08
9.48,26.3,13.2,1028.0,0,2026-05-01T06:05:10.434652+00:00
6.21,34.94,769.92,126.31,0,2026-05-01T06:05:11.920594+00:00
6.21,34.94,769.92,126.31,0,2026-05-01T11:35:11
7.88,22.2,2.47,204.0,1,2026-05-01T06:05:13.459428+00:00
6.21,34.94,769.95,107.04,0,2026-05-01T06:05:15.180866+00:00
6.21,34.94,769.95,107.04,0,2026-05-01T11:35:15
7.84,22.9,1.28,257.0,1,2026-05-01T06:05:16.481905+00:00
8.35,24.7,11.71,1167.0,0,2026-05-01T06:05:19.518033+00:00
7.09,21.7,0.03,212.0,1,2026-05-01T06:05:22.569156+00:00
4.91,17.5,13.66,609.0,0,2026-05-01T06:05:25.622383+00:00
7.18,21.8,3.79,276.0,1,2026-05-01T06:05:28.672878+00:00
8.44,22.9,0.94,195.0,1,2026-05-01T06:05:31.719330+00:00
7.24,20.0,1.15,174.0,1,2026-05-01T06:05:34.765238+00:00
5.2,22.7,5.25,617.0,0,2026-05-01T06:05:37.812492+00:00
7.43,23.3,8.69,1181.0,0,2026-05-01T06:05:40.862073+00:00
9.13,22.7,14.8,833.0,0,2026-05-01T06:05:43.909448+00:00
6.12,22.2,5.31,857.0,0,2026-05-01T06:05:46.941336+00:00
9.04,30.9,6.35,582.0,0,2026-05-01T06:05:49.990582+00:00
6.54,23.6,0.96,214.0,1,2026-05-01T06:05:53.040633+00:00
8.18,19.1,5.09,583.0,0,2026-05-01T06:05:56.090457+00:00
4.09,33.2,14.34,844.0,0,2026-05-01T06:05:59.130536+00:00
8.82,25.6,8.96,594.0,0,2026-05-01T06:06:02.154474+00:00
7.13,20.2,1.25,402.0,1,2026-05-01T06:06:05.200914+00:00
4.07,31.6,11.08,655.0,0,2026-05-01T06:06:08.247937+00:00
8.2,24.9,2.85,211.0,1,2026-05-01T06:06:11.299611+00:00
9.18,29.0,11.03,890.0,0,2026-05-01T06:06:14.347719+00:00
7.07,19.8,9.69,523.0,0,2026-05-01T06:06:17.395233+00:00
8.01,24.0,0.62,443.0,1,2026-05-01T06:06:20.443369+00:00
6.3,30.5,12.29,658.0,0,2026-05-01T06:06:23.502215+00:00
6.51,22.7,0.88,67.0,1,2026-05-01T06:06:26.529945+00:00
7.65,20.4,3.72,89.0,1,2026-05-01T06:06:29.579838+00:00
6.87,24.4,0.6,306.0,1,2026-05-01T06:06:32.626870+00:00
7.71,22.4,3.74,141.0,1,2026-05-01T06:06:35.668836+00:00
8.01,24.9,0.32,266.0,1,2026-05-01T06:06:38.711872+00:00
6.93,24.8,3.58,183.0,1,2026-05-01T06:06:41.756715+00:00
8.37,23.6,1.49,58.0,1,2026-05-01T06:06:44.804310+00:00
4.35,15.6,12.29,754.0,0,2026-05-01T06:06:47.855662+00:00
7.71,22.1,3.19,330.0,1,2026-05-01T06:06:50.904046+00:00
9.32,15.6,7.26,742.0,0,2026-05-01T06:06:53.952680+00:00
