ph,temperature,turbidity,tds,Potability,timestamp,sensor_id
6.9,21.34,8.01,588.78,0,2026-05-02T04:07:46.011100,SENSOR_002
5.64,22.01,14.85,275.6,0,2026-05-02T04:08:46.011100,SENSOR_001
7.08,21.08,14.65,770.68,0,2026-05-02T04:09:46.011100,SENSOR_005
6.58,28.17,8.81,237.59,0,2026-05-02T04:10:46.011100,SENSOR_002
7.25,32.48,9.68,504.73,0,2026-05-02T04:11:46.011100,SENSOR_002
8.07,20.81,2.01,131.87,1,2026-05-02T04:12:46.011100,SENSOR_004
9.19,22.78,13.6,620.34,0,2026-05-02T04:13:46.011100,SENSOR_004
7.15,22.53,2.74,728.79,0,2026-05-02T04:14:46.011100,SENSOR_003
7.39,24.61,2.52,771.7,0,2026-05-02T04:15:46.011100,SENSOR_003
8.76,30.97,9.0,404.17,0,2026-05-02T04:16:46.011100,SENSOR_002
8.33,22.5,10.37,302.27,0,2026-05-02T04:17:46.011100,SENSOR_004
8.39,32.5,14.46,197.28,0,2026-05-02T04:18:46.011100,SENSOR_003
6.74,33.95,8.32,526.33,0,2026-05-02T04:19:46.011100,SENSOR_002
6.73,20.19,4.86,270.96,1,2026-05-02T04:20:46.011100,SENSOR_003
9.35,30.84,4.39,197.88,0,2026-05-02T04:21:46.011100,SENSOR_003
7.74,26.92,3.52,260.53,1,2026-05-02T04:22:46.011100,SENSOR_002
7.08,33.62,7.36,557.76,0,2026-05-02T04:23:46.011100,SENSOR_004
7.8,25.79,10.81,417.72,0,2026-05-02T04:24:46.011100,SENSOR_002
6.56,25.87,9.95,368.46,0,2026-05-02T04:25:46.011100,SENSOR_004
6.36,25.91,13.72,552.42,0,2026-05-02T04:26:46.011100,SENSOR_001
7.71,24.12,0.47,275.19,1,2026-05-02T04:27:46.011100,SENSOR_005
8.75,29.36,13.15,660.81,0,2026-05-02T04:28:46.011100,SENSOR_004
6.17,22.31,7.33,136.68,0,2026-05-02T04:29:46.011100,SENSOR_003
5.98,30.85,1.61,459.83,0,2026-05-02T04:30:46.011100,SENSOR_001
7.29,28.01,7.39,511.68,1,2026-05-02T04:31:46.011100,SENSOR_001
9.06,29.37,0.9,324.94,0,2026-05-02T04:32:46.011100,SENSOR_004
9.05,30.8,10.36,593.45,0,2026-05-02T04:33:46.011100,SENSOR_004
6.96,25.98,10.51,478.31,0,2026-05-02T04:34:46.011100,SENSOR_005
6.32,20.9,4.46,279.96,0,2026-05-02T04:35:46.011100,SENSOR_002
6.26,25.76,2.28,316.89,0,2026-05-02T04:36:46.011100,SENSOR_004
8.1,20.26,5.2,374.47,0,2026-05-02T04:37:46.011100,SENSOR_004
5.96,20.45,4.35,527.38,0,2026-05-02T04:38:46.011100,SENSOR_002
5.56,24.21,7.49,103.93,0,2026-05-02T04:39:46.011100,SENSOR_004
7.97,23.77,1.06,673.57,0,2026-05-02T04:40:46.011100,SENSOR_005
6.16,31.67,10.09,369.19,0,2026-05-02T04:41:46.011100,SENSOR_002
7.75,20.41,12.97,225.59,0,2026-05-02T04:42:46.011100,SENSOR_004
8.04,32.0,2.15,125.81,1,2026-05-02T04:43:46.011100,SENSOR_003
8.56,28.11,14.14,363.94,0,2026-05-02T04:44:46.011100,SENSOR_003
6.06,21.16,13.69,305.54,0,2026-05-02T04:45:46.011100,SENSOR_002
5.5,23.72,1.88,125.25,0,2026-05-02T04:46:46.011100,SENSOR_005
8.12,31.17,6.51,501.36,0,2026-05-02T04:47:46.011100,SENSOR_004
6.46,32.72,14.52,607.5,0,2026-05-02T04:48:46.011100,SENSOR_004
9.05,20.33,12.65,185.15,0,2026-05-02T04:49:46.011100,SENSOR_004
8.11,26.09,6.46,208.81,0,2026-05-02T04:50:46.011100,SENSOR_004
5.53,24.63,0.78,538.7,0,2026-05-02T04:51:46.011100,SENSOR_002
8.52,25.3,12.6,202.07,0,2026-05-02T04:52:46.011100,SENSOR_004
5.54,26.93,13.74,645.19,0,2026-05-02T04:53:46.011100,SENSOR_005
6.27,33.06,5.93,296.64,0,2026-05-02T04:54:46.011100,SENSOR_003
9.36,24.08,11.86,464.18,1,2026-05-02T04:55:46.011100,SENSOR_005
9.44,21.15,13.69,320.97,0,2026-05-02T04:56:46.011100,SENSOR_002
5.57,33.33,5.85,401.88,0,2026-05-02T04:57:46.011100,SENSOR_001
5.56,34.3,12.36,116.23,0,2026-05-02T04:58:46.011100,SENSOR_005
9.39,25.43,4.35,108.8,0,2026-05-02T04:59:46.011100,SENSOR_003
6.45,31.38,6.13,485.95,0,2026-05-02T05:00:46.011100,SENSOR_004
8.96,33.03,2.75,195.23,0,2026-05-02T05:01:46.011100,SENSOR_003
7.12,33.04,6.89,217.08,0,2026-05-02T05:02:46.011100,SENSOR_003
7.63,26.39,13.94,445.03,0,2026-05-02T05:03:46.011100,SENSOR_004
6.75,34.13,10.68,121.34,0,2026-05-02T05:04:46.011100,SENSOR_002
7.8,28.63,3.05,531.14,0,2026-05-02T05:05:46.011100,SENSOR_005
8.52,34.02,13.47,532.78,0,2026-05-02T05:06:46.011100,SENSOR_005
5.5,30.52,6.81,762.67,0,2026-05-02T05:07:46.011100,SENSOR_004
6.19,20.84,12.71,213.21,1,2026-05-02T05:08:46.011100,SENSOR_002
8.2,23.87,8.4,764.03,0,2026-05-02T05:09:46.011100,SENSOR_003
7.13,25.93,12.11,414.19,0,2026-05-02T05:10:46.011100,SENSOR_005
8.43,24.78,9.88,522.06,0,2026-05-02T05:11:46.011100,SENSOR_001
7.6,31.48,4.62,703.44,0,2026-05-02T05:12:46.011100,SENSOR_003
7.16,24.86,12.52,732.7,0,2026-05-02T05:13:46.011100,SENSOR_005
9.07,20.01,7.91,498.72,0,2026-05-02T05:14:46.011100,SENSOR_003
6.82,34.56,10.81,425.59,0,2026-05-02T05:15:46.011100,SENSOR_005
8.98,26.7,6.91,456.06,0,2026-05-02T05:16:46.011100,SENSOR_005
5.82,21.2,11.35,534.3,0,2026-05-02T05:17:46.011100,SENSOR_001
7.07,27.48,9.65,130.79,0,2026-05-02T05:18:46.011100,SENSOR_001
6.24,24.5,2.55,234.48,0,2026-05-02T05:19:46.011100,SENSOR_003
8.59,21.85,5.95,103.6,0,2026-05-02T05:20:46.011100,SENSOR_004
6.08,21.84,0.63,518.5,0,2026-05-02T05:21:46.011100,SENSOR_003
5.69,22.22,1.28,507.71,0,2026-05-02T05:22:46.011100,SENSOR_005
8.7,27.27,10.3,593.4,0,2026-05-02T05:23:46.011100,SENSOR_004
7.97,23.94,14.75,134.03,0,2026-05-02T05:24:46.011100,SENSOR_001
5.74,31.09,7.37,306.92,0,2026-05-02T05:25:46.011100,SENSOR_002
6.25,34.6,0.18,715.92,0,2026-05-02T05:26:46.011100,SENSOR_003
7.11,30.26,10.38,693.86,0,2026-05-02T05:27:46.011100,SENSOR_002
9.03,33.56,8.37,130.87,0,2026-05-02T05:28:46.011100,SENSOR_002
6.32,23.22,9.4,749.46,0,2026-05-02T05:29:46.011100,SENSOR_003
7.7,34.56,2.86,296.49,1,2026-05-02T05:30:46.011100,SENSOR_005
7.5,29.37,6.04,274.76,0,2026-05-02T05:31:46.011100,SENSOR_001
6.23,33.04,8.78,776.08,0,2026-05-02T05:32:46.011100,SENSOR_001
7.46,25.88,3.61,181.96,1,2026-05-02T05:33:46.011100,SENSOR_004
8.16,29.95,3.12,502.36,0,2026-05-02T05:34:46.011100,SENSOR_005
8.33,24.56,11.1,353.16,0,2026-05-02T05:35:46.011100,SENSOR_002
8.22,24.91,12.4,273.48,0,2026-05-02T05:36:46.011100,SENSOR_001
8.03,31.33,8.28,523.15,0,2026-05-02T05:37:46.011100,SENSOR_003
7.32,34.49,9.04,354.6,0,2026-05-02T05:38:46.011100,SENSOR_001
9.35,23.39,13.78,415.15,0,2026-05-02T05:39:46.011100,SENSOR_003
9.17,31.04,0.01,120.47,1,2026-05-02T05:40:46.011100,SENSOR_002
6.67,29.59,14.62,166.67,0,2026-05-02T05:41:46.011100,SENSOR_005
8.29,24.65,7.42,272.48,0,2026-05-02T05:42:46.011100,SENSOR_005
5.84,26.06,7.28,153.11,0,2026-05-02T05:43:46.011100,SENSOR_003
8.15,20.15,1.62,338.29,1,2026-05-02T05:44:46.011100,SENSOR_001
7.95,32.2,2.82,157.08,1,2026-05-02T05:45:46.011100,SENSOR_004
6.01,28.98,14.71,103.21,0,2026-05-02T05:46:46.011100,SENSOR_004
7.28,32.19,14.23,685.7,0,2026-05-02T05:47:46.011100,SENSOR_002
5.58,26.56,11.15,419.03,0,2026-05-02T05:48:46.011100,SENSOR_004
5.55,22.2,5.64,376.75,0,2026-05-02T05:49:46.011100,SENSOR_005
5.74,21.61,13.41,672.9,0,2026-05-02T05:50:46.011100,SENSOR_001
9.22,24.45,10.34,457.1,0,2026-05-02T05:51:46.011100,SENSOR_001
8.02,22.91,9.08,115.52,0,2026-05-02T05:52:46.011100,SENSOR_001
6.66,29.99,1.67,602.21,0,2026-05-02T05:53:46.011100,SENSOR_004
7.04,28.89,1.87,405.31,1,2026-05-02T05:54:46.011100,SENSOR_004
7.56,34.96,10.63,761.28,0,2026-05-02T05:55:46.011100,SENSOR_004
8.89,21.78,11.72,438.36,0,2026-05-02T05:56:46.011100,SENSOR_004
8.52,23.7,9.75,741.53,0,2026-05-02T05:57:46.011100,SENSOR_001
6.91,23.22,4.14,431.51,1,2026-05-02T05:58:46.011100,SENSOR_005
9.16,34.67,3.85,632.44,0,2026-05-02T05:59:46.011100,SENSOR_003
8.15,26.8,9.57,478.98,0,2026-05-02T06:00:46.011100,SENSOR_003
5.72,23.44,5.54,440.07,0,2026-05-02T06:01:46.011100,SENSOR_003
8.78,28.9,12.76,766.16,0,2026-05-02T06:02:46.011100,SENSOR_003
8.32,31.0,1.07,425.84,1,2026-05-02T06:03:46.011100,SENSOR_002
9.33,22.04,4.11,671.77,0,2026-05-02T06:04:46.011100,SENSOR_005
6.91,31.94,5.62,697.39,0,2026-05-02T06:05:46.011100,SENSOR_001
7.41,27.39,8.02,445.22,0,2026-05-02T06:06:46.011100,SENSOR_003
5.58,33.55,11.72,424.97,0,2026-05-02T06:07:46.011100,SENSOR_003
7.04,27.17,5.7,130.19,0,2026-05-02T06:08:46.011100,SENSOR_002
6.27,24.85,1.78,325.07,0,2026-05-02T06:09:46.011100,SENSOR_003
6.78,24.93,0.06,579.96,0,2026-05-02T06:10:46.011100,SENSOR_005
8.44,25.54,8.72,139.2,0,2026-05-02T06:11:46.011100,SENSOR_002
7.66,27.49,2.56,560.61,0,2026-05-02T06:12:46.011100,SENSOR_004
9.29,29.26,2.26,140.24,0,2026-05-02T06:13:46.011100,SENSOR_002
7.9,21.02,7.14,597.82,0,2026-05-02T06:14:46.011100,SENSOR_002
8.23,22.67,7.91,129.36,0,2026-05-02T06:15:46.011100,SENSOR_004
8.05,22.21,7.46,386.68,0,2026-05-02T06:16:46.011100,SENSOR_002
8.11,29.35,12.51,364.27,0,2026-05-02T06:17:46.011100,SENSOR_005
7.34,33.89,3.14,367.68,1,2026-05-02T06:18:46.011100,SENSOR_001
8.79,29.99,7.06,404.04,0,2026-05-02T06:19:46.011100,SENSOR_001
8.56,26.04,9.58,117.29,0,2026-05-02T06:20:46.011100,SENSOR_005
7.96,31.58,4.42,735.16,0,2026-05-02T06:21:46.011100,SENSOR_003
8.75,28.68,1.97,749.38,0,2026-05-02T06:22:46.011100,SENSOR_002
9.41,28.48,14.19,125.12,0,2026-05-02T06:23:46.011100,SENSOR_003
5.93,23.69,5.83,283.69,0,2026-05-02T06:24:46.011100,SENSOR_004
5.66,32.2,3.28,464.6,0,2026-05-02T06:25:46.011100,SENSOR_001
8.77,24.45,14.82,562.57,0,2026-05-02T06:26:46.011100,SENSOR_001
8.5,20.54,6.66,503.18,0,2026-05-02T06:27:46.011100,SENSOR_005
7.96,22.83,5.34,581.63,0,2026-05-02T06:28:46.011100,SENSOR_002
6.11,33.92,3.53,173.55,0,2026-05-02T06:29:46.011100,SENSOR_005
7.39,21.05,13.99,657.24,0,2026-05-02T06:30:46.011100,SENSOR_001
6.33,27.04,8.5,106.43,0,2026-05-02T06:31:46.011100,SENSOR_002
6.19,23.19,10.02,572.86,0,2026-05-02T06:32:46.011100,SENSOR_001
7.22,31.73,4.3,548.08,0,2026-05-02T06:33:46.011100,SENSOR_001
7.19,27.51,8.9,101.31,0,2026-05-02T06:34:46.011100,SENSOR_002
6.04,30.89,0.32,226.51,0,2026-05-02T06:35:46.011100,SENSOR_002
8.09,32.71,14.1,230.64,0,2026-05-02T06:36:46.011100,SENSOR_002
9.08,33.29,10.29,591.25,0,2026-05-02T06:37:46.011100,SENSOR_005
7.85,30.83,11.52,297.38,0,2026-05-02T06:38:46.011100,SENSOR_002
8.08,21.91,3.74,361.63,1,2026-05-02T06:39:46.011100,SENSOR_004
7.24,31.09,3.4,340.52,1,2026-05-02T06:40:46.011100,SENSOR_001
9.0,26.49,14.61,783.05,0,2026-05-02T06:41:46.011100,SENSOR_004
6.22,27.95,13.71,311.05,0,2026-05-02T06:42:46.011100,SENSOR_005
5.6,20.31,10.3,516.02,0,2026-05-02T06:43:46.011100,SENSOR_002
6.09,24.74,3.82,771.93,0,2026-05-02T06:44:46.011100,SENSOR_003
8.51,24.82,5.38,297.42,0,2026-05-02T06:45:46.011100,SENSOR_005
6.92,20.5,11.96,200.92,0,2026-05-02T06:46:46.011100,SENSOR_002
6.58,20.52,3.86,586.46,0,2026-05-02T06:47:46.011100,SENSOR_004
7.35,28.34,6.13,548.23,1,2026-05-02T06:48:46.011100,SENSOR_001
7.92,31.2,0.05,137.3,1,2026-05-02T06:49:46.011100,SENSOR_005
5.78,27.14,1.2,194.76,0,2026-05-02T06:50:46.011100,SENSOR_002
8.74,33.24,12.99,528.72,0,2026-05-02T06:51:46.011100,SENSOR_001
8.11,26.6,7.39,148.3,0,2026-05-02T06:52:46.011100,SENSOR_003
9.32,26.01,13.65,765.23,0,2026-05-02T06:53:46.011100,SENSOR_005
6.12,21.18,14.22,110.36,0,2026-05-02T06:54:46.011100,SENSOR_003
6.2,33.22,2.89,222.86,0,2026-05-02T06:55:46.011100,SENSOR_001
6.66,34.31,7.26,310.98,0,2026-05-02T06:56:46.011100,SENSOR_002
8.0,32.92,9.15,714.33,0,2026-05-02T06:57:46.011100,SENSOR_002
6.7,28.36,1.73,227.49,1,2026-05-02T06:58:46.011100,SENSOR_002
8.86,26.54,1.2,445.5,0,2026-05-02T06:59:46.011100,SENSOR_005
7.79,31.06,4.07,173.3,1,2026-05-02T07:00:46.011100,SENSOR_005
8.56,25.3,10.96,523.66,0,2026-05-02T07:01:46.011100,SENSOR_005
9.21,26.15,2.33,357.16,0,2026-05-02T07:02:46.011100,SENSOR_003
6.66,20.72,10.18,795.69,0,2026-05-02T07:03:46.011100,SENSOR_004
8.4,26.01,13.23,601.43,0,2026-05-02T07:04:46.011100,SENSOR_004
7.3,33.35,4.19,348.02,1,2026-05-02T07:05:46.011100,SENSOR_002
5.52,32.47,9.94,328.02,0,2026-05-02T07:06:46.011100,SENSOR_005
9.1,20.97,5.91,661.83,0,2026-05-02T07:07:46.011100,SENSOR_001
9.04,32.57,5.95,297.8,0,2026-05-02T07:08:46.011100,SENSOR_005
5.7,20.93,12.26,622.41,0,2026-05-02T07:09:46.011100,SENSOR_004
6.87,28.46,6.9,144.91,0,2026-05-02T07:10:46.011100,SENSOR_003
6.78,30.6,3.96,779.94,0,2026-05-02T07:11:46.011100,SENSOR_002
6.67,25.64,0.88,457.26,1,2026-05-02T07:12:46.011100,SENSOR_003
7.77,26.48,9.09,387.83,0,2026-05-02T07:13:46.011100,SENSOR_003
6.48,20.5,14.85,578.69,0,2026-05-02T07:14:46.011100,SENSOR_004
6.75,21.44,5.04,130.14,0,2026-05-02T07:15:46.011100,SENSOR_003
5.57,24.5,1.53,627.46,0,2026-05-02T07:16:46.011100,SENSOR_004
6.13,31.93,14.9,364.22,0,2026-05-02T07:17:46.011100,SENSOR_003
8.55,22.61,7.82,607.99,1,2026-05-02T07:18:46.011100,SENSOR_004
6.68,28.97,10.69,633.7,0,2026-05-02T07:19:46.011100,SENSOR_004
9.4,34.09,8.71,723.1,0,2026-05-02T07:20:46.011100,SENSOR_003
8.44,23.19,10.73,166.01,0,2026-05-02T07:21:46.011100,SENSOR_002
5.66,25.87,4.26,257.21,0,2026-05-02T07:22:46.011100,SENSOR_004
7.65,30.04,6.09,227.04,0,2026-05-02T07:23:46.011100,SENSOR_002
6.0,23.87,9.64,447.56,0,2026-05-02T07:24:46.011100,SENSOR_002
6.34,20.13,3.02,782.7,0,2026-05-02T07:25:46.011100,SENSOR_002
5.59,34.5,5.05,387.84,0,2026-05-02T07:26:46.011100,SENSOR_003
6.58,29.28,3.56,334.87,1,2026-05-02T07:27:46.011100,SENSOR_003
8.0,27.5,13.02,154.42,0,2026-05-02T07:28:46.011100,SENSOR_005
7.78,29.03,0.85,231.09,1,2026-05-02T07:29:46.011100,SENSOR_005
6.0,27.82,6.96,114.26,0,2026-05-02T07:30:46.011100,SENSOR_005
9.1,25.62,0.84,557.38,0,2026-05-02T07:31:46.011100,SENSOR_002
8.1,26.72,7.85,608.98,0,2026-05-02T07:32:46.011100,SENSOR_003
7.53,28.57,11.5,514.11,0,2026-05-02T07:33:46.011100,SENSOR_003
8.19,21.51,3.14,135.05,1,2026-05-02T07:34:46.011100,SENSOR_003
6.35,27.22,0.92,285.93,0,2026-05-02T07:35:46.011100,SENSOR_001
8.26,25.04,3.61,312.37,1,2026-05-02T07:36:46.011100,SENSOR_001
6.91,30.89,4.46,719.4,0,2026-05-02T07:37:46.011100,SENSOR_005
9.1,25.02,8.82,562.06,0,2026-05-02T07:38:46.011100,SENSOR_004
5.82,29.45,1.18,390.53,0,2026-05-02T07:39:46.011100,SENSOR_004
7.6,22.87,1.06,410.64,1,2026-05-02T07:40:46.011100,SENSOR_004
5.83,25.78,3.5,314.62,0,2026-05-02T07:41:46.011100,SENSOR_004
7.99,34.39,0.62,701.79,0,2026-05-02T07:42:46.011100,SENSOR_002
6.27,24.57,3.43,359.47,1,2026-05-02T07:43:46.011100,SENSOR_003
9.25,22.38,7.52,105.27,0,2026-05-02T07:44:46.011100,SENSOR_001
5.82,20.7,3.45,741.17,0,2026-05-02T07:45:46.011100,SENSOR_001
8.65,21.89,8.78,558.55,0,2026-05-02T07:46:46.011100,SENSOR_003
7.69,24.44,1.95,187.19,1,2026-05-02T07:47:46.011100,SENSOR_002
6.6,24.09,10.87,564.56,0,2026-05-02T07:48:46.011100,SENSOR_001
9.15,20.52,5.69,169.55,1,2026-05-02T07:49:46.011100,SENSOR_002
9.29,28.53,3.6,427.77,0,2026-05-02T07:50:46.011100,SENSOR_002
6.38,24.38,7.32,356.45,0,2026-05-02T07:51:46.011100,SENSOR_003
7.05,28.52,3.51,362.19,1,2026-05-02T07:52:46.011100,SENSOR_002
9.41,20.18,7.18,298.27,0,2026-05-02T07:53:46.011100,SENSOR_004
8.04,20.29,7.84,588.71,0,2026-05-02T07:54:46.011100,SENSOR_001
6.95,20.75,2.34,624.92,0,2026-05-02T07:55:46.011100,SENSOR_002
5.91,31.63,8.94,714.91,0,2026-05-02T07:56:46.011100,SENSOR_001
6.5,24.77,8.21,155.38,0,2026-05-02T07:57:46.011100,SENSOR_002
7.69,30.29,3.58,346.95,1,2026-05-02T07:58:46.011100,SENSOR_001
7.7,20.65,6.91,645.3,0,2026-05-02T07:59:46.011100,SENSOR_004
9.32,25.33,11.51,117.23,0,2026-05-02T08:00:46.011100,SENSOR_003
7.3,24.35,3.09,111.92,1,2026-05-02T08:01:46.011100,SENSOR_005
8.1,32.3,4.46,487.24,1,2026-05-02T08:02:46.011100,SENSOR_001
8.12,27.46,5.21,336.2,0,2026-05-02T08:03:46.011100,SENSOR_004
7.01,25.2,14.4,666.37,1,2026-05-02T08:04:46.011100,SENSOR_003
5.94,25.25,10.57,447.03,0,2026-05-02T08:05:46.011100,SENSOR_001
9.23,27.67,1.35,211.91,0,2026-05-02T08:06:46.011100,SENSOR_002
8.46,25.64,1.72,127.27,1,2026-05-02T08:07:46.011100,SENSOR_002
7.99,24.67,11.43,703.72,0,2026-05-02T08:08:46.011100,SENSOR_001
7.75,30.55,5.72,346.53,0,2026-05-02T08:09:46.011100,SENSOR_003
6.89,22.24,5.57,451.65,0,2026-05-02T08:10:46.011100,SENSOR_005
5.7,33.07,9.57,554.83,0,2026-05-02T08:11:46.011100,SENSOR_003
6.18,30.96,4.44,323.57,0,2026-05-02T08:12:46.011100,SENSOR_004
7.91,32.2,14.95,689.32,0,2026-05-02T08:13:46.011100,SENSOR_002
7.83,30.07,3.5,338.82,1,2026-05-02T08:14:46.011100,SENSOR_001
7.71,32.62,14.58,329.21,0,2026-05-02T08:15:46.011100,SENSOR_003
8.96,27.8,8.67,273.23,0,2026-05-02T08:16:46.011100,SENSOR_002
8.18,34.0,5.09,584.72,0,2026-05-02T08:17:46.011100,SENSOR_001
5.88,21.25,11.23,645.59,0,2026-05-02T08:18:46.011100,SENSOR_002
8.98,28.91,9.99,484.96,1,2026-05-02T08:19:46.011100,SENSOR_001
7.37,29.19,12.31,648.91,0,2026-05-02T08:20:46.011100,SENSOR_003
5.8,33.92,1.82,384.64,0,2026-05-02T08:21:46.011100,SENSOR_003
8.05,30.83,9.57,646.05,0,2026-05-02T08:22:46.011100,SENSOR_004
5.89,23.76,4.66,206.37,0,2026-05-02T08:23:46.011100,SENSOR_004
6.08,21.37,13.99,619.43,0,2026-05-02T08:24:46.011100,SENSOR_004
8.83,28.31,14.92,111.35,0,2026-05-02T08:25:46.011100,SENSOR_005
6.21,25.08,11.59,728.59,0,2026-05-02T08:26:46.011100,SENSOR_002
6.34,34.82,8.83,355.22,0,2026-05-02T08:27:46.011100,SENSOR_005
9.18,31.01,12.76,334.64,0,2026-05-02T08:28:46.011100,SENSOR_002
8.13,33.6,8.88,639.06,0,2026-05-02T08:29:46.011100,SENSOR_004
6.21,28.43,7.5,579.68,0,2026-05-02T08:30:46.011100,SENSOR_005
8.45,32.27,10.61,352.92,0,2026-05-02T08:31:46.011100,SENSOR_004
9.44,22.01,11.48,780.79,0,2026-05-02T08:32:46.011100,SENSOR_004
7.95,34.1,6.8,518.01,0,2026-05-02T08:33:46.011100,SENSOR_004
7.26,20.33,0.83,435.75,1,2026-05-02T08:34:46.011100,SENSOR_003
6.53,23.94,7.46,411.39,0,2026-05-02T08:35:46.011100,SENSOR_002
7.7,32.67,9.31,606.6,0,2026-05-02T08:36:46.011100,SENSOR_004
7.23,21.61,14.19,640.21,0,2026-05-02T08:37:46.011100,SENSOR_003
6.96,24.96,8.14,422.48,0,2026-05-02T08:38:46.011100,SENSOR_001
8.78,34.46,13.96,331.74,0,2026-05-02T08:39:46.011100,SENSOR_002
7.45,34.85,10.54,749.46,0,2026-05-02T08:40:46.011100,SENSOR_005
6.58,26.2,12.53,772.58,0,2026-05-02T08:41:46.011100,SENSOR_004
6.68,26.38,8.31,316.75,0,2026-05-02T08:42:46.011100,SENSOR_005
8.8,27.7,2.14,334.47,0,2026-05-02T08:43:46.011100,SENSOR_004
7.49,20.93,3.52,434.28,1,2026-05-02T08:44:46.011100,SENSOR_003
7.27,23.88,8.31,692.92,0,2026-05-02T08:45:46.011100,SENSOR_001
7.31,24.62,0.63,445.29,1,2026-05-02T08:46:46.011100,SENSOR_002
7.51,32.28,0.67,703.27,0,2026-05-02T08:47:46.011100,SENSOR_004
7.12,21.15,13.74,725.13,0,2026-05-02T08:48:46.011100,SENSOR_005
7.17,26.97,7.13,458.95,0,2026-05-02T08:49:46.011100,SENSOR_004
8.16,31.17,4.81,384.36,1,2026-05-02T08:50:46.011100,SENSOR_002
9.17,34.38,10.29,732.13,0,2026-05-02T08:51:46.011100,SENSOR_004
5.52,28.42,3.85,134.49,0,2026-05-02T08:52:46.011100,SENSOR_002
6.64,20.77,12.22,522.34,0,2026-05-02T08:53:46.011100,SENSOR_004
8.97,30.65,3.24,759.26,0,2026-05-02T08:54:46.011100,SENSOR_003
7.24,21.17,6.34,646.01,1,2026-05-02T08:55:46.011100,SENSOR_003
9.5,27.05,10.48,386.6,0,2026-05-02T08:56:46.011100,SENSOR_003
6.89,23.83,0.37,730.91,0,2026-05-02T08:57:46.011100,SENSOR_001
6.86,33.63,4.58,592.63,0,2026-05-02T08:58:46.011100,SENSOR_004
8.22,23.63,6.01,471.1,0,2026-05-02T08:59:46.011100,SENSOR_004
9.38,25.39,1.33,310.82,0,2026-05-02T09:00:46.011100,SENSOR_004
7.67,33.98,6.92,473.21,0,2026-05-02T09:01:46.011100,SENSOR_001
8.1,23.81,1.78,489.76,1,2026-05-02T09:02:46.011100,SENSOR_002
6.69,32.5,4.45,357.29,1,2026-05-02T09:03:46.011100,SENSOR_004
9.12,21.04,6.61,166.08,0,2026-05-02T09:04:46.011100,SENSOR_002
8.24,27.48,12.87,272.86,0,2026-05-02T09:05:46.011100,SENSOR_001
7.33,20.66,8.68,584.66,0,2026-05-02T09:06:46.011100,SENSOR_003
6.05,34.94,9.25,700.55,0,2026-05-02T09:07:46.011100,SENSOR_001
5.93,32.99,1.66,138.56,0,2026-05-02T09:08:46.011100,SENSOR_001
5.85,31.59,8.83,410.9,0,2026-05-02T09:09:46.011100,SENSOR_003
8.09,20.77,7.54,273.03,0,2026-05-02T09:10:46.011100,SENSOR_004
6.13,29.79,2.8,124.46,0,2026-05-02T09:11:46.011100,SENSOR_002
8.06,34.44,0.72,321.58,1,2026-05-02T09:12:46.011100,SENSOR_004
6.86,33.5,11.94,318.61,0,2026-05-02T09:13:46.011100,SENSOR_003
7.09,25.37,13.15,204.28,0,2026-05-02T09:14:46.011100,SENSOR_004
8.03,24.91,14.59,610.99,0,2026-05-02T09:15:46.011100,SENSOR_003
6.8,31.53,8.17,724.17,0,2026-05-02T09:16:46.011100,SENSOR_002
9.22,30.42,9.62,512.19,0,2026-05-02T09:17:46.011100,SENSOR_005
7.67,32.31,2.79,196.94,1,2026-05-02T09:18:46.011100,SENSOR_005
6.81,32.99,10.25,341.64,0,2026-05-02T09:19:46.011100,SENSOR_001
7.77,30.9,1.62,551.25,0,2026-05-02T09:20:46.011100,SENSOR_004
8.29,20.12,11.66,332.24,0,2026-05-02T09:21:46.011100,SENSOR_004
7.73,22.88,6.38,665.84,0,2026-05-02T09:22:46.011100,SENSOR_004
6.62,25.07,12.47,261.74,0,2026-05-02T09:23:46.011100,SENSOR_005
6.27,21.99,9.42,423.5,0,2026-05-02T09:24:46.011100,SENSOR_002
8.7,31.95,3.75,725.57,0,2026-05-02T09:25:46.011100,SENSOR_004
8.03,26.33,3.6,766.27,0,2026-05-02T09:26:46.011100,SENSOR_004
8.57,29.7,1.61,293.56,0,2026-05-02T09:27:46.011100,SENSOR_003
8.76,24.01,6.74,455.94,0,2026-05-02T09:28:46.011100,SENSOR_002
8.17,33.7,7.82,122.54,0,2026-05-02T09:29:46.011100,SENSOR_004
8.81,21.77,2.38,455.79,0,2026-05-02T09:30:46.011100,SENSOR_002
8.47,34.57,0.68,674.79,0,2026-05-02T09:31:46.011100,SENSOR_004
5.89,27.71,10.45,676.38,0,2026-05-02T09:32:46.011100,SENSOR_002
5.74,20.02,13.61,630.32,0,2026-05-02T09:33:46.011100,SENSOR_004
8.65,30.34,3.27,542.54,0,2026-05-02T09:34:46.011100,SENSOR_001
8.2,29.54,13.2,334.28,0,2026-05-02T09:35:46.011100,SENSOR_003
8.58,28.19,14.51,586.59,0,2026-05-02T09:36:46.011100,SENSOR_001
7.92,32.52,8.02,590.64,0,2026-05-02T09:37:46.011100,SENSOR_004
8.0,26.65,10.69,163.27,0,2026-05-02T09:38:46.011100,SENSOR_003
